User_Age,User_Gender,User_Marital_Status,User_City_Category,User_Stay,User_Favourite_Category,User_Favourite_Product,User_Favourite_Subcategory,Purchase_Avg
51-55,F,1,B,4,7,P00006603,21.0,8936.045454545454
26-35,M,0,A,1,11,P00000285,40.0,12983.48
55+,F,1,C,1,19,P00000404,39.0,13512.870967741936
55+,F,1,C,5+,3,P00000148,40.0,7876.704545454545
36-45,M,0,B,2,9,P00000809,30.0,5221.941176470588
0-17,M,0,A,2,10,P00000772,6.0,5494.466666666666
36-45,M,1,B,3,12,P00000105,10.0,9932.15
51-55,F,1,C,4,12,P00001853,10.0,7371.09756097561
46-50,M,1,B,3,3,P00038508,9.0,9464.5
26-35,M,0,A,2,13,P00000215,36.0,9425.975609756097
36-45,M,0,B,1,3,P00023649,30.0,3688.6153846153848
36-45,M,0,A,2,12,P00001029,36.0,8356.170212765957
46-50,F,1,B,2,3,P00002815,20.0,12967.622222222222
18-25,M,0,A,2,15,P00025639,6.0,4836.916666666667
46-50,M,1,B,5+,6,P00000148,27.0,7933.25
55+,F,1,C,5+,10,P00000247,21.0,7020.906976744186
46-50,M,1,A,5+,3,P00006347,36.0,6728.487804878048
46-50,F,1,C,2,17,P00005451,6.0,2353.4210526315787
18-25,M,0,A,2,3,P00019026,42.0,5912.315789473684
36-45,M,0,B,2,5,P00006275,27.0,5797.35
18-25,M,0,A,2,17,P00001282,12.0,2229.7368421052633
36-45,M,0,B,1,10,P00002346,4.0,1395.0
51-55,F,1,C,3,11,P00011460,30.0,4845.0
26-35,M,0,A,5+,3,P00034037,11.0,11955.63829787234
55+,F,1,C,2,13,P00001575,42.0,13064.979591836734
46-50,F,1,B,3,9,P00006213,30.0,5566.421052631579
46-50,M,1,A,5+,3,P00028582,36.0,11496.666666666666
51-55,F,1,B,1,18,P00004270,21.0,14045.078947368422
51-55,F,1,B,2,3,P00046599,21.0,12687.366666666667
51-55,F,1,C,1,4,P00000795,44.0,4878.7
26-35,M,0,A,3,5,P00005057,18.0,3687.181818181818
36-45,M,0,A,4,3,P00000221,20.0,6870.976744186047
51-55,F,1,C,2,12,P00004189,20.0,7058.9375
26-35,M,0,A,5+,3,P00001039,27.0,8026.953488372093
51-55,F,1,C,3,4,P00010326,8.0,5263.0
55+,F,1,C,3,12,P00091499,7.0,7494.818181818182
36-45,M,1,B,2,14,P00002815,18.0,5468.235294117647
51-55,F,1,C,1,10,P00005394,30.0,7399.631578947368
26-35,M,0,A,5+,3,P00091957,27.0,5169.826086956522
46-50,F,1,B,4,16,P00009387,42.0,11077.027027027027
55+,F,1,C,3,3,P00022092,21.0,7911.0625
46-50,M,1,B,1,18,P00034573,20.0,12856.432432432432
26-35,M,0,B,1,4,P00000404,36.0,4928.2
51-55,F,1,C,5+,3,P00005057,7.0,7625.235294117647
26-35,M,0,A,4,13,P00066727,42.0,14264.34
55+,F,1,C,1,3,P00000247,21.0,10233.638888888889
26-35,M,0,A,5+,8,P00074467,30.0,7690.641025641025
55+,F,1,C,2,5,P00004398,40.0,3084.4166666666665
0-17,M,0,A,1,5,P00009690,4.0,5928.666666666667
26-35,M,0,A,4,3,P00005311,10.0,11420.941176470587
36-45,M,0,B,3,5,P00001794,4.0,3820.8
51-55,F,1,B,5+,3,P00000947,30.0,9170.90909090909
26-35,M,0,A,2,19,P00002002,8.0,7234.8421052631575
18-25,M,0,A,2,17,P00007232,30.0,4585.764705882353
26-35,M,0,A,1,3,P00000101,10.0,10197.806451612903
36-45,M,1,A,5+,17,P00000947,28.0,6272.690476190476
46-50,F,1,B,5+,20,P00001575,14.0,12359.75
51-55,F,1,B,1,3,P00053573,35.0,10442.439024390244
55+,F,1,C,1,4,P00000526,20.0,3721.3333333333335
36-45,M,1,A,4,13,P00002152,20.0,12250.530612244898
36-45,M,1,A,5+,3,P00038508,20.0,10350.611111111111
0-17,M,0,A,1,10,P00006469,7.0,4372.625
51-55,F,1,C,4,3,P00036897,18.0,5851.15
51-55,F,1,C,1,20,P00001575,13.0,14133.151515151516
51-55,F,1,B,5+,11,P00003492,24.0,5836.130434782609
36-45,M,1,A,4,3,P00097209,10.0,8038.88
55+,F,1,C,2,17,P00001069,42.0,7351.702127659574
26-35,M,0,B,1,1,P00003982,18.0,5446.2
26-35,M,0,A,5+,8,P00017752,10.0,5966.195652173913
26-35,M,0,A,2,8,P00001029,27.0,6851.25
51-55,F,1,C,2,4,P00004358,40.0,5030.1
55+,F,1,C,2,12,P00003161,10.0,9546.45
55+,F,1,C,5+,3,P00003492,30.0,7120.418604651163
51-55,F,1,C,5+,12,P00000221,30.0,5403.22
26-35,M,0,A,5+,9,P00001575,27.0,9748.875
51-55,F,1,B,1,3,P00007161,14.0,13597.82
55+,F,1,C,4,8,P00059268,30.0,6228.1463414634145
46-50,M,1,B,5+,20,P00043044,28.0,12835.72
51-55,F,1,C,2,3,P00002538,36.0,4448.533333333334
51-55,F,1,C,1,17,P00003227,24.0,4839.583333333333
26-35,M,0,A,1,3,P00000947,36.0,11318.761904761905
55+,F,1,C,3,10,P00008270,42.0,6825.1875
36-45,M,0,B,2,4,P00003235,24.0,992.0
36-45,M,1,A,2,18,P00040352,14.0,11685.04
36-45,F,1,B,3,16,P00003018,20.0,4485.65
51-55,F,1,C,4,3,P00002379,14.0,7512.954545454545
36-45,M,1,B,5+,3,P00004405,10.0,5638.0
51-55,F,1,C,1,11,P00005254,10.0,7625.74
55+,F,1,C,2,16,P00002346,7.0,4460.0
46-50,F,1,B,2,3,P00018089,24.0,4963.3
51-55,F,1,B,1,3,P00006098,30.0,7083.0
36-45,M,0,A,4,3,P00070874,20.0,13743.775
55+,F,1,C,1,1,P00017884,42.0,6931.263157894737
36-45,M,0,A,1,3,P00008415,3.0,9388.923076923076
26-35,M,0,B,3,4,P00009387,4.0,4956.5
46-50,M,1,B,2,19,P00003658,21.0,13521.70588235294
51-55,F,1,C,2,15,P00077359,20.0,3826.9
46-50,F,1,B,1,10,P00000936,36.0,4979.722222222223
51-55,F,1,C,5+,7,P00000247,35.0,7470.777777777777
46-50,M,1,A,2,3,P00000936,20.0,12496.568181818182
36-45,M,0,A,1,3,P00063463,7.0,13465.675675675675
55+,F,1,C,1,16,P00000148,18.0,2660.3529411764707
26-35,M,0,A,5+,12,P00018479,10.0,6174.9
36-45,M,1,B,4,11,P00005451,24.0,7857.538461538462
55+,F,1,C,4,11,P00000526,20.0,8557.847826086956
46-50,M,1,A,5+,3,P00009923,10.0,6219.268292682927
55+,F,1,C,4,3,P00001457,30.0,6711.555555555556
46-50,F,1,C,1,3,P00004898,21.0,8992.733333333334
55+,F,1,C,2,14,P00003676,40.0,5246.764705882353
18-25,M,0,A,2,16,P00021729,4.0,5905.272727272727
55+,F,1,C,2,3,P00000947,10.0,12883.734693877552
36-45,M,0,A,5+,8,P00056724,21.0,8111.583333333333
36-45,M,1,A,4,11,P00087183,40.0,6750.952380952381
18-25,M,0,A,2,3,P00011460,6.0,7065.105263157895
36-45,M,1,A,3,3,P00000947,13.0,11694.62
55+,F,1,C,5+,10,P00007801,42.0,3125.764705882353
46-50,F,1,C,1,4,P00005989,20.0,516.5
26-35,M,0,A,3,3,P00008016,36.0,6716.8
26-35,M,0,A,4,3,P00000518,14.0,7344.744680851064
51-55,F,1,B,5+,3,P00071843,35.0,15236.142857142857
51-55,F,1,C,5+,13,P00008270,40.0,9971.42857142857
55+,F,1,C,2,16,P00004403,16.0,3191.55
46-50,M,1,B,2,3,P00091846,42.0,9576.888888888889
26-35,M,0,A,3,3,P00004907,18.0,14144.28125
55+,F,1,C,1,4,P00002387,40.0,5534.785714285715
36-45,M,0,A,2,20,P00000404,20.0,12994.487804878048
51-55,F,1,B,5+,3,P00021075,20.0,8589.265306122448
46-50,M,1,A,5+,11,P00002469,21.0,7462.931818181818
26-35,M,0,B,3,5,P00012621,7.0,6077.071428571428
46-50,M,1,A,4,3,P00000936,7.0,13210.170731707318
26-35,M,0,A,1,5,P00003745,40.0,2685.05
26-35,M,0,A,2,12,P00014700,42.0,7218.857142857143
51-55,F,1,C,2,13,P00000947,20.0,5749.545454545455
51-55,F,1,B,5+,3,P00010273,21.0,5979.18
26-35,M,0,A,2,3,P00004855,13.0,10525.933333333332
46-50,M,1,B,5+,11,P00001576,42.0,7723.760869565217
55+,F,1,C,5+,12,P00000404,20.0,6850.90243902439
51-55,F,1,C,4,10,P00001790,40.0,5686.428571428572
51-55,F,1,C,1,17,P00009447,20.0,4756.15
55+,F,1,C,1,15,P00014882,40.0,4240.125
36-45,M,1,A,2,3,P00022507,20.0,11904.708333333334
46-50,M,1,B,1,10,P00000370,42.0,5240.829787234043
26-35,M,0,A,4,7,P00002084,27.0,7271.214285714285
36-45,M,0,B,4,6,P00001282,6.0,3239.133333333333
36-45,M,0,A,3,11,P00005989,20.0,8793.125
36-45,M,0,B,5+,17,P00017709,8.0,4827.727272727273
26-35,M,0,A,4,3,P00009929,42.0,12074.714285714286
26-35,M,0,B,2,4,P00001110,12.0,4119.6875
46-50,F,1,C,2,4,P00000337,44.0,3986.25
51-55,F,1,B,4,3,P00000238,42.0,12690.842105263158
51-55,F,1,B,5+,3,P00012393,7.0,7590.38
0-17,M,0,A,1,12,P00004398,4.0,3120.25
51-55,F,1,B,3,3,P00014993,14.0,13518.30612244898
55+,F,1,C,5+,3,P00002733,35.0,8725.307692307691
46-50,F,1,B,1,6,P00012283,27.0,5583.0
26-35,M,0,A,1,3,P00003982,35.0,10940.285714285714
51-55,F,1,C,1,3,P00001029,10.0,7474.833333333333
36-45,M,0,B,5+,5,P00005758,4.0,1300.5
46-50,F,1,B,2,20,P00000070,20.0,13202.351351351352
18-25,M,0,A,3,17,P00000795,16.0,3901.6111111111113
26-35,M,0,A,1,3,P00006603,9.0,12353.422222222222
26-35,M,0,A,4,3,P00000101,44.0,11551.03125
46-50,F,1,B,3,10,P00000221,13.0,11602.375
36-45,M,1,A,5+,12,P00001853,9.0,11011.325
51-55,F,1,C,3,3,P00000953,6.0,11796.833333333334
26-35,M,0,A,5+,3,P00000947,12.0,13053.90243902439
46-50,M,1,B,1,3,P00003018,42.0,10048.358974358975
26-35,M,0,A,3,20,P00000404,14.0,10273.634146341463
18-25,M,0,A,2,5,P00000101,4.0,5602.277777777777
55+,F,1,C,4,11,P00004232,30.0,6505.139534883721
46-50,F,1,C,2,5,P00007992,20.0,6676.411764705882
55+,F,1,C,1,5,P00002370,12.0,6419.454545454545
36-45,M,0,A,5+,3,P00000070,9.0,5930.195121951219
26-35,M,0,A,5+,1,P00006469,9.0,6253.4375
55+,F,1,C,1,4,P00000105,40.0,3540.8947368421054
55+,F,1,C,4,11,P00033328,18.0,5896.045454545455
26-35,M,0,A,2,1,P00001156,28.0,8770.92857142857
46-50,F,1,B,5+,3,P00088465,20.0,14342.68888888889
26-35,M,0,A,4,9,P00003088,30.0,6986.391304347826
46-50,M,1,B,3,3,P00000105,18.0,10815.285714285714
51-55,F,1,C,1,4,P00003451,20.0,7214.055555555556
26-35,M,0,A,2,10,P00008270,36.0,1922.4
55+,F,1,C,1,20,P00024972,27.0,11838.2
0-17,M,0,A,1,5,P00034411,10.0,3026.4545454545455
26-35,M,0,A,5+,3,P00003003,9.0,11086.815789473685
55+,F,1,C,5+,10,P00006542,36.0,7183.756097560976
26-35,M,0,A,1,3,P00005261,12.0,12289.1875
36-45,F,1,B,2,16,P00001029,12.0,3840.05
51-55,F,1,C,2,5,P00004898,7.0,4727.666666666667
46-50,F,1,B,1,5,P00000285,6.0,3986.8
26-35,M,0,A,2,10,P00014175,9.0,2191.8888888888887
46-50,F,1,B,1,10,P00000953,36.0,5387.9473684210525
26-35,M,0,A,4,18,P00004622,40.0,12540.972222222223
26-35,M,0,A,5+,10,P00006347,18.0,6843.297872340426
36-45,M,1,A,1,3,P00000404,39.0,13120.28205128205
36-45,M,0,A,4,3,P00016119,10.0,11979.739130434782
51-55,F,1,C,2,4,P00018415,20.0,3552.7894736842104
26-35,M,0,A,2,3,P00003658,36.0,2867.2727272727275
26-35,M,0,A,4,11,P00001029,36.0,6321.958333333333
55+,F,1,C,5+,10,P00009387,4.0,7082.777777777777
36-45,M,1,B,3,17,P00004819,7.0,8342.947368421053
18-25,M,0,A,5+,5,P00002387,42.0,3558.45
46-50,F,1,B,3,3,P00029424,6.0,11965.444444444445
18-25,M,0,A,4,11,P00000215,20.0,9869.0
55+,F,1,C,3,16,P00002815,20.0,3039.705882352941
46-50,M,1,B,4,3,P00000518,7.0,6385.530612244898
51-55,F,1,C,1,16,P00001802,42.0,6090.0
36-45,M,0,B,3,4,P00007255,44.0,4935.181818181818
46-50,M,1,B,1,3,P00082148,44.0,12347.666666666666
36-45,M,0,A,2,3,P00091299,40.0,8724.787878787878
46-50,M,1,A,4,1,P00000781,20.0,7382.279069767442
51-55,F,1,B,4,11,P00026245,18.0,6110.675
46-50,M,1,A,5+,17,P00038673,21.0,8330.594594594595
18-25,M,0,A,1,17,P00037169,8.0,4905.411764705882
26-35,M,0,A,2,18,P00071018,44.0,13016.108695652174
26-35,M,0,A,3,3,P00003382,27.0,10493.9
51-55,F,1,C,2,5,P00013551,40.0,5944.857142857143
46-50,M,1,B,3,12,P00002627,40.0,6560.854166666667
18-25,M,0,A,2,9,P00006613,16.0,6798.117647058823
51-55,F,1,C,2,5,P00004082,16.0,5500.615384615385
46-50,F,1,C,5+,10,P00022305,36.0,4288.8421052631575
46-50,F,1,B,2,5,P00001409,20.0,2817.9
36-45,M,1,A,5+,3,P00036562,10.0,12351.270833333334
46-50,F,1,B,1,3,P00096342,7.0,10665.48
36-45,M,0,A,2,6,P00001853,7.0,8280.461538461539
26-35,M,0,A,4,14,P00000573,42.0,8054.5
46-50,M,1,A,3,13,P00009387,21.0,12697.85
46-50,M,1,B,2,3,P00028092,42.0,11990.785714285714
36-45,M,1,B,4,10,P00006603,30.0,4241.705882352941
51-55,F,1,C,1,14,P00011129,40.0,8135.0
55+,F,1,C,5+,12,P00032603,20.0,7448.225
36-45,F,1,B,2,17,P00000148,4.0,3672.2
51-55,F,1,C,2,19,P00001409,40.0,11475.548387096775
51-55,F,1,B,4,3,P00001790,36.0,8275.609756097561
51-55,F,1,C,3,3,P00004398,42.0,9260.266666666666
26-35,M,0,B,1,4,P00000205,40.0,4704.3125
46-50,M,1,A,3,3,P00004622,14.0,11967.510638297872
55+,F,1,C,1,17,P00064596,21.0,9513.795918367347
36-45,M,0,B,4,10,P00004008,12.0,1470.3125
36-45,M,0,B,1,4,P00002370,20.0,6396.733333333334
46-50,F,1,B,5+,18,P00002370,18.0,11040.633333333333
26-35,M,0,A,5+,18,P00000404,10.0,12890.55
51-55,F,1,B,3,16,P00030886,9.0,7169.53488372093
46-50,M,1,B,4,17,P00058766,36.0,5170.851063829788
36-45,M,0,B,2,16,P00004697,36.0,580.125
0-17,M,0,A,2,17,P00005612,16.0,4398.3
26-35,M,0,A,1,3,P00030955,40.0,7081.636363636364
55+,F,1,C,1,5,P00009447,4.0,4739.368421052632
26-35,M,0,A,1,3,P00000404,36.0,10271.54054054054
36-45,M,1,A,3,3,P00021541,7.0,14057.291666666666
26-35,M,0,A,5+,8,P00002815,20.0,6081.0
26-35,M,0,A,4,12,P00003745,9.0,8014.166666666667
51-55,F,1,B,2,3,P00029424,42.0,12815.645161290322
46-50,F,1,B,1,3,P00028381,18.0,9658.538461538461
55+,F,1,C,3,5,P00006213,18.0,3696.0
51-55,F,1,C,2,17,P00003227,28.0,2938.7
36-45,F,1,B,1,2,P00000370,42.0,4950.5
26-35,M,0,A,3,3,P00022259,42.0,10679.75
18-25,M,0,A,1,10,P00001039,27.0,5203.9
55+,F,1,C,3,3,P00097619,36.0,6925.711111111111
46-50,M,1,B,4,3,P00002815,20.0,7033.9795918367345
18-25,M,0,A,4,5,P00002733,44.0,2536.0
46-50,F,1,B,4,1,P00004855,9.0,11352.0
36-45,M,1,A,2,3,P00028904,20.0,12009.68888888889
55+,F,1,C,5+,12,P00015866,10.0,6118.82
18-25,M,0,A,1,10,P00002152,44.0,3622.0
36-45,M,1,A,2,13,P00054631,35.0,13057.529411764706
36-45,M,1,A,2,19,P00031330,7.0,11275.512195121952
36-45,M,0,A,1,12,P00002675,14.0,7193.391304347826
36-45,M,0,A,1,8,P00001398,27.0,5782.577777777778
46-50,M,1,B,5+,9,P00095824,27.0,8495.227272727272
0-17,M,0,A,1,16,P00008270,42.0,2170.1428571428573
51-55,F,1,B,1,3,P00012374,30.0,12138.3125
51-55,F,1,B,1,11,P00018329,10.0,6214.7
36-45,M,1,A,4,3,P00001156,20.0,8694.233333333334
51-55,F,1,C,2,13,P00010770,7.0,14014.574468085106
46-50,F,1,B,4,3,P00012601,10.0,12640.84
55+,F,1,C,2,17,P00006962,40.0,4490.5625
55+,F,1,C,1,11,P00003676,10.0,7966.122448979592
51-55,F,1,C,5+,18,P00087033,13.0,12249.531914893618
26-35,M,0,B,1,10,P00009145,16.0,5274.9375
51-55,F,1,B,5+,3,P00002538,42.0,6674.155555555555
26-35,M,0,A,3,6,P00008131,20.0,7261.8125
36-45,F,1,B,3,3,P00000925,40.0,7551.0
55+,F,1,C,1,6,P00000953,9.0,6960.232558139535
46-50,M,1,A,4,12,P00068700,27.0,7475.7441860465115
26-35,M,0,A,4,3,P00014175,35.0,7190.0
36-45,M,1,A,1,3,P00000247,36.0,10478.829787234043
55+,F,1,C,5+,20,P00023520,40.0,11000.95652173913
36-45,M,0,A,5+,3,P00002084,27.0,5676.595744680851
26-35,M,0,A,4,3,P00043318,30.0,5526.040816326531
55+,F,1,C,1,16,P00001085,13.0,10762.882352941177
51-55,F,1,B,5+,1,P00091572,30.0,7575.875
55+,F,1,C,1,10,P00019774,4.0,1631.4615384615386
51-55,F,1,C,3,12,P00001282,36.0,6491.526315789473
55+,F,1,C,5+,11,P00067357,18.0,6489.733333333334
55+,F,1,C,1,5,P00012393,36.0,3445.470588235294
36-45,M,1,A,4,3,P00000573,20.0,11122.875
36-45,M,0,A,3,10,P00002274,30.0,7042.06
51-55,F,1,C,1,17,P00001085,36.0,4880.588235294118
46-50,F,1,B,3,3,P00014700,6.0,6592.375
51-55,F,1,C,1,5,P00001708,40.0,5461.285714285715
55+,F,1,C,2,4,P00013896,30.0,4288.6
46-50,F,1,B,1,3,P00000070,30.0,10225.2
26-35,M,0,A,5+,20,P00012601,22.0,13260.636363636364
36-45,F,1,B,2,5,P00001069,20.0,6950.375
26-35,M,0,B,2,11,P00003852,6.0,4072.294117647059
26-35,M,0,A,2,1,P00002743,40.0,4194.64705882353
51-55,F,1,B,5+,3,P00000247,10.0,6550.829268292683
46-50,M,1,B,5+,3,P00036897,27.0,7374.52
51-55,F,1,B,4,17,P00090337,9.0,6856.725
55+,F,1,C,4,1,P00098209,20.0,8717.285714285714
26-35,M,0,A,1,5,P00013668,28.0,1951.3333333333333
36-45,M,1,A,1,3,P00004405,18.0,9949.52
55+,F,1,C,3,1,P00000247,36.0,6779.934782608696
46-50,F,1,B,4,3,P00054273,42.0,12749.836734693878
51-55,F,1,C,5+,3,P00000404,10.0,12911.763157894737
46-50,M,1,A,1,13,P00000947,42.0,12707.322580645161
36-45,M,0,A,5+,3,P00000947,35.0,10552.395833333334
46-50,F,1,B,4,14,P00003382,40.0,6401.473684210527
18-25,M,0,A,2,15,P00002274,24.0,4941.076923076923
36-45,M,0,A,1,16,P00003018,33.0,9150.4
51-55,F,1,B,1,3,P00003088,24.0,10697.880952380952
26-35,M,0,B,1,5,P00006275,6.0,5830.333333333333
46-50,F,1,B,2,3,P00016119,12.0,7787.555555555556
51-55,F,1,C,2,16,P00012070,4.0,3644.6875
51-55,F,1,B,5+,9,P00000285,42.0,7392.5609756097565
46-50,M,1,B,5+,12,P00000105,27.0,5723.767441860465
51-55,F,1,C,2,5,P00002346,4.0,9136.941176470587
46-50,M,1,B,5+,3,P00012374,40.0,7717.571428571428
55+,F,1,C,4,11,P00000215,30.0,6286.96
46-50,F,1,B,1,13,P00057189,42.0,11847.720930232557
0-17,M,0,A,2,15,P00002346,12.0,5164.0526315789475
51-55,F,1,B,5+,3,P00058233,27.0,7694.367346938776
46-50,M,1,A,2,3,P00000337,7.0,12432.093023255815
46-50,M,1,B,5+,8,P00000370,9.0,8241.288888888888
55+,F,1,C,4,3,P00069782,30.0,7158.431818181818
26-35,M,0,A,2,11,P00034704,28.0,6892.636363636364
18-25,M,0,A,2,5,P00018095,36.0,4419.0
0-17,M,0,A,1,16,P00009954,20.0,2869.5
51-55,F,1,B,5+,17,P00000101,40.0,10610.633333333333
26-35,M,0,A,3,3,P00003492,21.0,12484.061224489797
26-35,M,0,A,1,3,P00000205,21.0,11816.652173913044
26-35,M,0,A,1,10,P00004622,30.0,5176.6
55+,F,1,C,3,12,P00030655,27.0,6068.2
0-17,M,0,A,3,16,P00001229,8.0,2362.3076923076924
55+,F,1,C,1,3,P00000105,9.0,11967.4375
36-45,M,0,A,4,3,P00056935,11.0,15225.45652173913
46-50,F,1,B,3,3,P00026653,44.0,12341.8125
26-35,M,0,B,1,10,P00020888,8.0,4121.315789473684
26-35,M,0,A,1,3,P00016360,7.0,7761.9473684210525
55+,F,1,C,4,11,P00001409,10.0,6869.209302325581
55+,F,1,C,5+,9,P00007992,9.0,5743.511111111111
26-35,M,0,A,5+,12,P00000247,20.0,6991.760869565217
55+,F,1,C,2,5,P00004002,24.0,4960.785714285715
55+,F,1,C,4,3,P00000221,7.0,12806.44
18-25,M,0,A,5+,4,P00005612,27.0,3744.0
46-50,F,1,B,2,3,P00003451,20.0,6512.0
36-45,M,0,A,4,12,P00011460,18.0,5977.5
26-35,M,0,A,1,4,P00017924,8.0,1082.6
55+,F,1,C,1,15,P00007722,27.0,8052.846153846154
36-45,M,0,A,3,20,P00021723,20.0,11219.222222222223
51-55,F,1,B,5+,6,P00000953,40.0,6946.18
55+,F,1,C,2,5,P00000781,4.0,5318.1578947368425
26-35,M,0,A,5+,3,P00062696,18.0,12581.30612244898
36-45,M,1,A,2,3,P00000404,21.0,10360.71052631579
46-50,M,1,B,4,18,P00000404,40.0,12490.432432432432
51-55,F,1,C,5+,3,P00029962,9.0,6564.3
26-35,M,0,A,3,5,P00007851,32.0,4629.764705882353
26-35,M,0,B,2,10,P00004270,20.0,4440.823529411765
36-45,M,0,B,2,10,P00002627,42.0,7925.909090909091
55+,F,1,C,4,20,P00041636,18.0,12895.681818181818
18-25,M,0,A,1,4,P00093340,8.0,3352.8571428571427
26-35,M,0,A,1,10,P00011660,40.0,3026.1052631578946
18-25,M,0,A,1,5,P00003451,40.0,5047.928571428572
51-55,F,1,C,4,3,P00000070,35.0,12448.67441860465
36-45,F,1,B,2,5,P00013436,18.0,2997.764705882353
26-35,M,0,A,5+,9,P00003246,7.0,6583.181818181818
26-35,M,0,A,5+,3,P00015036,24.0,13091.368421052632
26-35,M,0,A,4,3,P00006275,10.0,9759.40625
51-55,F,1,B,5+,8,P00033328,10.0,5434.644444444444
46-50,F,1,C,1,4,P00012783,12.0,2885.1875
36-45,M,0,A,5+,7,P00080341,42.0,5997.645833333333
18-25,M,0,A,2,10,P00000337,36.0,3607.6111111111113
51-55,F,1,B,3,13,P00082828,36.0,11308.02
46-50,F,1,B,2,4,P00000105,24.0,1891.75
46-50,F,1,B,2,7,P00001383,30.0,7346.1
36-45,M,1,A,5+,3,P00000101,35.0,9300.205128205129
55+,F,1,C,1,3,P00054306,7.0,7142.75
46-50,M,1,B,3,11,P00076963,9.0,5968.547619047619
36-45,M,0,B,1,16,P00001790,6.0,3113.909090909091
46-50,F,1,B,3,16,P00012615,42.0,2587.9411764705883
46-50,F,1,B,2,9,P00000809,7.0,7483.294117647059
36-45,M,1,A,5+,3,P00000148,35.0,12539.9
51-55,F,1,B,1,3,P00007232,44.0,12601.938775510203
51-55,F,1,C,3,3,P00012180,7.0,7238.692307692308
51-55,F,1,B,4,16,P00001409,42.0,6772.847826086957
55+,F,1,C,4,3,P00000221,9.0,5713.619047619048
18-25,M,0,A,1,4,P00008131,8.0,4401.0
36-45,M,0,A,4,3,P00030464,7.0,11948.84090909091
51-55,F,1,B,4,8,P00002002,36.0,7254.232558139535
55+,F,1,C,5+,3,P00052838,42.0,12067.813953488372
46-50,F,1,B,5+,3,P00004907,11.0,12014.658536585366
26-35,M,0,A,5+,3,P00013694,24.0,14150.322580645161
51-55,F,1,B,3,3,P00062730,28.0,5639.190476190476
36-45,M,1,A,1,19,P00033049,40.0,13345.659574468085
46-50,M,1,B,5+,3,P00003525,10.0,7057.022727272727
55+,F,1,C,3,16,P00000925,35.0,5968.416666666667
55+,F,1,C,4,3,P00086370,30.0,7537.04255319149
51-55,F,1,C,5+,10,P00009771,20.0,3975.1428571428573
46-50,F,1,B,5+,3,P00000285,30.0,13356.139534883721
18-25,M,0,A,1,10,P00013089,20.0,4024.3
26-35,M,0,A,4,9,P00000925,27.0,5690.733333333334
36-45,M,1,A,1,13,P00062696,13.0,13041.921052631578
46-50,F,1,B,3,19,P00000101,21.0,12105.029411764706
51-55,F,1,C,5+,3,P00005261,42.0,7688.777777777777
26-35,M,0,A,1,12,P00000070,9.0,7772.1578947368425
55+,F,1,C,5+,11,P00049531,10.0,6455.697674418605
51-55,F,1,C,5+,10,P00001229,12.0,5118.583333333333
36-45,M,1,B,4,1,P00000370,42.0,7491.8421052631575
36-45,M,1,A,4,19,P00008197,21.0,14813.555555555555
26-35,M,0,A,2,3,P00029336,13.0,11779.272727272728
51-55,F,1,C,3,17,P00002370,21.0,3604.133333333333
46-50,F,1,B,3,3,P00000953,40.0,11726.895833333334
36-45,M,1,A,4,3,P00008270,39.0,13033.0
36-45,M,1,A,1,3,P00028904,10.0,12526.74
51-55,F,1,B,3,1,P00000070,9.0,7258.176470588235
55+,F,1,C,2,18,P00034573,30.0,13797.404761904761
46-50,M,1,B,2,13,P00008604,21.0,13584.161290322581
26-35,M,0,A,5+,17,P00005873,10.0,9187.891891891892
46-50,F,1,C,5+,5,P00006098,7.0,6457.9
51-55,F,1,C,3,5,P00004907,36.0,3525.3571428571427
18-25,M,0,A,1,5,P00004819,20.0,6318.090909090909
46-50,F,1,B,2,3,P00003913,27.0,4019.9375
36-45,M,1,A,3,3,P00005818,14.0,11848.863636363636
36-45,M,0,B,2,4,P00002743,6.0,1908.7222222222222
36-45,M,1,A,2,20,P00027742,24.0,12079.5
46-50,M,1,A,4,3,P00068146,36.0,5620.68085106383
36-45,F,1,B,2,10,P00009397,42.0,5629.181818181818
26-35,M,0,A,1,3,P00022259,40.0,12227.56
26-35,M,0,A,5+,11,P00000925,21.0,8453.91489361702
26-35,M,0,B,3,10,P00006470,40.0,1547.6153846153845
18-25,M,0,A,2,12,P00007801,36.0,4579.277777777777
36-45,M,1,A,2,3,P00028582,30.0,12526.162162162162
55+,F,1,C,5+,3,P00001803,36.0,6989.022222222222
36-45,M,0,B,1,5,P00007789,10.0,6090.941176470588
46-50,F,1,B,3,3,P00005627,21.0,14678.4
46-50,M,1,A,2,12,P00001621,20.0,6904.938775510204
46-50,M,1,A,5+,3,P00000205,9.0,5291.829268292683
26-35,M,0,A,4,3,P00000148,7.0,7815.690476190476
26-35,M,0,A,2,20,P00056859,24.0,14762.375
36-45,F,1,B,5+,8,P00014911,3.0,6346.7
51-55,F,1,B,3,3,P00037915,28.0,14358.125
46-50,M,1,A,4,11,P00000936,42.0,6629.704545454545
51-55,F,1,C,2,4,P00003451,18.0,3101.875
26-35,M,0,A,5+,3,P00041855,42.0,6343.875
51-55,F,1,C,4,3,P00004424,16.0,6290.431818181818
36-45,F,1,B,1,9,P00000953,40.0,7049.272727272727
46-50,F,1,B,4,11,P00002733,20.0,8032.916666666667
46-50,M,1,B,4,12,P00007789,21.0,5256.025
