User_Age,User_Gender,User_Marital_Status,User_City_Category,User_Stay,User_Favourite_Category,User_Favourite_Category_Ratio,User_Favourite_Product,User_Favourite_Product_Ratio,User_Favourite_Subcategory,User_Favourite_Subcategory_Ratio,User_Purchase_Std,Purchase_Avg
55+,F,1,C,2,17,0.35714285714285715,P00000953,0.07142857142857142,42.0,0.2857142857142857,1714.764412101846,979.2857142857143
36-45,M,1,B,2,11,0.21428571428571427,P00012502,0.07142857142857142,27.0,0.21428571428571427,5485.232888962313,7912.0
36-45,M,1,A,1,3,0.17391304347826086,P00000370,0.021739130434782608,40.0,0.08695652173913043,9707.716054444516,11636.630434782608
55+,F,1,C,1,5,0.25,P00002052,0.05,6.0,0.1,7103.789740991108,5167.5
55+,F,1,C,1,17,0.3076923076923077,P00001802,0.07692307692307693,4.0,0.15384615384615385,4000.8778331632966,2505.5384615384614
46-50,M,1,B,3,3,0.13953488372093023,P00056515,0.046511627906976744,42.0,0.11627906976744186,7439.324224927157,7346.069767441861
51-55,F,1,C,1,3,0.16,P00082828,0.04,7.0,0.08,10370.695041454894,12042.5
36-45,M,1,A,4,16,0.20454545454545456,P00095315,0.045454545454545456,36.0,0.11363636363636363,8144.886151197077,7806.159090909091
55+,F,1,C,4,3,0.1875,P00004819,0.0625,21.0,0.125,6162.751246737667,8128.5625
55+,F,1,C,5+,3,0.10869565217391304,P00007816,0.043478260869565216,10.0,0.06521739130434782,6051.580739594084,7347.413043478261
18-25,M,0,A,3,3,0.25,P00001069,0.0625,18.0,0.1875,8995.188465461226,6047.9375
0-17,M,0,A,2,4,0.2857142857142857,P00003003,0.07142857142857142,10.0,0.14285714285714285,4537.007360112421,3564.6428571428573
46-50,M,1,B,3,3,0.26666666666666666,P00043444,0.044444444444444446,9.0,0.08888888888888889,8405.325174308164,11649.622222222222
55+,F,1,C,3,8,0.14285714285714285,P00003426,0.023809523809523808,7.0,0.07142857142857142,7940.9572355285,7845.523809523809
18-25,M,0,A,2,16,0.16666666666666666,P00001803,0.08333333333333333,16.0,0.16666666666666666,6478.324284711193,3486.5833333333335
46-50,F,1,B,1,3,0.14583333333333334,P00033049,0.041666666666666664,42.0,0.08333333333333333,9113.43572317311,11034.854166666666
36-45,F,1,B,1,19,0.25,P00021541,0.08333333333333333,4.0,0.16666666666666666,8678.77115786596,6151.083333333333
51-55,F,1,B,5+,12,0.24,P00099835,0.04,18.0,0.1,4678.191379154982,5607.46
36-45,M,1,A,1,11,0.13953488372093023,P00068130,0.046511627906976744,36.0,0.09302325581395349,8621.450296617983,10969.790697674418
26-35,M,0,B,1,15,0.2,P00033485,0.1,4.0,0.1,6822.541103037165,4633.95
46-50,M,1,A,5+,11,0.19047619047619047,P00004911,0.023809523809523808,7.0,0.14285714285714285,5487.683825414139,5723.523809523809
55+,F,1,C,1,3,0.14285714285714285,P00010786,0.07142857142857142,40.0,0.21428571428571427,7247.093992812522,3821.4285714285716
46-50,M,1,A,4,3,0.15,P00036873,0.05,36.0,0.125,6293.6964539010105,6864.85
26-35,M,0,A,2,3,0.2,P00009387,0.1,28.0,0.2,10665.47509438229,7150.1
36-45,M,0,A,2,20,0.16,P00030655,0.04,27.0,0.12,9965.648784208888,11992.06
51-55,F,1,B,4,17,0.1956521739130435,P00000947,0.021739130434782608,7.0,0.06521739130434782,7587.621660685282,6426.608695652174
51-55,F,1,B,5+,20,0.14705882352941177,P00094639,0.058823529411764705,4.0,0.08823529411764706,8949.49361820442,8043.088235294118
36-45,M,0,B,2,4,0.36363636363636365,P00008010,0.09090909090909091,24.0,0.18181818181818182,6499.249727328672,2779.2727272727275
36-45,M,0,B,2,5,0.23529411764705882,P00002274,0.058823529411764705,18.0,0.11764705882352941,9399.864323958273,5138.941176470588
51-55,F,1,B,5+,12,0.1,P00000101,0.025,10.0,0.1,9418.918198232746,11736.025
36-45,M,1,A,4,17,0.13043478260869565,P00071598,0.043478260869565216,30.0,0.08695652173913043,6816.155274109662,7574.347826086957
26-35,M,0,A,4,13,0.22727272727272727,P00003063,0.022727272727272728,7.0,0.06818181818181818,10223.185263291956,13288.15909090909
51-55,F,1,B,5+,12,0.13043478260869565,P00003018,0.021739130434782608,45.0,0.08695652173913043,7225.229367102914,6607.717391304348
55+,F,1,C,4,3,0.17073170731707318,P00082828,0.04878048780487805,10.0,0.0975609756097561,10199.073917249163,15791.073170731708
51-55,F,1,B,3,3,0.11764705882352941,P00047580,0.058823529411764705,11.0,0.08823529411764706,10264.93003749602,11594.14705882353
26-35,M,0,A,1,20,0.16666666666666666,P00000404,0.027777777777777776,42.0,0.1388888888888889,10331.946688375265,11980.166666666666
26-35,M,0,A,5+,3,0.23529411764705882,P00000925,0.058823529411764705,20.0,0.17647058823529413,9126.472210408188,5928.411764705882
36-45,F,1,B,1,10,0.23076923076923078,P00008604,0.07692307692307693,16.0,0.15384615384615385,8245.475360649434,4917.384615384615
55+,F,1,C,1,3,0.14634146341463414,P00005131,0.024390243902439025,20.0,0.0975609756097561,6834.431904326653,7436.463414634146
46-50,F,1,B,4,6,0.21428571428571427,P00003982,0.07142857142857142,10.0,0.14285714285714285,3566.594645125426,8279.857142857143
18-25,M,0,A,1,11,0.14285714285714285,P00004008,0.07142857142857142,18.0,0.14285714285714285,8254.612416936738,6487.0
36-45,M,0,A,5+,3,0.11904761904761904,P00015458,0.047619047619047616,35.0,0.09523809523809523,5795.7441948189025,6221.357142857143
51-55,F,1,B,4,3,0.14893617021276595,P00002152,0.02127659574468085,10.0,0.06382978723404255,5219.326251616588,5341.851063829788
51-55,F,1,C,1,10,0.2,P00000518,0.06666666666666667,28.0,0.2,8962.6360636547,6099.933333333333
18-25,M,0,A,1,12,0.23529411764705882,P00006962,0.058823529411764705,20.0,0.11764705882352941,6938.323144595064,5340.058823529412
46-50,F,1,B,3,3,0.23529411764705882,P00016734,0.058823529411764705,9.0,0.17647058823529413,4538.362872906537,7949.764705882353
26-35,M,0,A,4,11,0.1951219512195122,P00000549,0.024390243902439025,40.0,0.12195121951219512,6337.499321980049,6784.512195121952
46-50,F,1,B,1,5,0.17647058823529413,P00002675,0.058823529411764705,5.0,0.11764705882352941,7605.441491419927,4115.823529411765
26-35,M,0,B,2,16,0.23076923076923078,P00003426,0.07692307692307693,45.0,0.15384615384615385,7830.935964297185,5512.923076923077
46-50,M,1,B,5+,20,0.14893617021276595,P00071397,0.0425531914893617,42.0,0.10638297872340426,9370.216543948227,12699.531914893618
18-25,M,0,A,1,10,0.23529411764705882,P00004697,0.058823529411764705,10.0,0.11764705882352941,5213.100170695541,3545.470588235294
36-45,M,1,A,4,3,0.16,P00000953,0.02,40.0,0.1,9977.884308073835,10715.6
46-50,F,1,B,3,12,0.25,P00006684,0.0625,9.0,0.1875,2280.3285691613246,6035.375
51-55,F,1,B,5+,14,0.13953488372093023,P00001790,0.023255813953488372,18.0,0.09302325581395349,6980.186090755212,8240.255813953489
55+,F,1,C,2,15,0.15,P00008902,0.05,36.0,0.15,8183.458318622487,4779.5
26-35,M,0,A,2,11,0.17647058823529413,P00000221,0.058823529411764705,28.0,0.17647058823529413,4840.456974355648,7913.294117647059
46-50,F,1,B,2,5,0.25,P00004631,0.05,18.0,0.1,6750.287197788816,3225.9
51-55,F,1,B,4,11,0.23255813953488372,P00000404,0.023255813953488372,27.0,0.13953488372093023,6470.929498258234,8746.0
55+,F,1,C,4,4,0.21428571428571427,P00005254,0.07142857142857142,30.0,0.14285714285714285,5941.109656961734,3365.4285714285716
26-35,M,0,B,1,4,0.15789473684210525,P00008353,0.05263157894736842,16.0,0.10526315789473684,5459.346930932371,3340.3684210526317
55+,F,1,C,4,16,0.17391304347826086,P00061027,0.043478260869565216,30.0,0.10869565217391304,6485.927036231882,6647.239130434783
26-35,M,0,A,4,20,0.13157894736842105,P00096342,0.05263157894736842,9.0,0.07894736842105263,9114.104979470758,10405.131578947368
36-45,M,0,B,2,4,0.25,P00005612,0.0625,6.0,0.125,7360.707410523349,3255.125
55+,F,1,C,4,11,0.14634146341463414,P00036068,0.04878048780487805,42.0,0.0975609756097561,6543.247631029687,7094.195121951219
26-35,M,0,A,3,11,0.1951219512195122,P00001029,0.024390243902439025,7.0,0.0975609756097561,6030.896314992915,6377.707317073171
51-55,F,1,B,4,16,0.17391304347826086,P00028267,0.043478260869565216,18.0,0.10869565217391304,6731.250543274147,7098.347826086957
36-45,F,1,B,2,10,0.15,P00008270,0.05,42.0,0.2,7677.750793860894,6250.9
18-25,M,0,A,5+,10,0.3157894736842105,P00002370,0.05263157894736842,8.0,0.10526315789473684,5780.187928206151,2827.5263157894738
46-50,M,1,B,4,3,0.2127659574468085,P00095824,0.0425531914893617,27.0,0.0851063829787234,5285.176286927787,5454.085106382979
36-45,F,1,B,2,15,0.21052631578947367,P00002743,0.05263157894736842,6.0,0.15789473684210525,7644.090752519134,3947.8947368421054
55+,F,1,C,1,4,0.2727272727272727,P00013981,0.09090909090909091,6.0,0.18181818181818182,7648.328834695613,4634.181818181818
46-50,F,1,B,1,1,0.2,P00014020,0.06666666666666667,9.0,0.13333333333333333,5226.497391270025,8037.866666666667
46-50,F,1,B,1,16,0.2,P00028193,0.13333333333333333,42.0,0.2,10141.775284623965,11150.933333333332
26-35,M,0,B,1,5,0.3333333333333333,P00000925,0.08333333333333333,9.0,0.08333333333333333,5412.08270208821,3388.0833333333335
0-17,M,0,A,1,17,0.35294117647058826,P00001790,0.058823529411764705,18.0,0.11764705882352941,3516.0130276058594,2809.8823529411766
0-17,M,0,A,5+,4,0.23076923076923078,P00004568,0.07692307692307693,4.0,0.15384615384615385,4574.641088625815,3534.6153846153848
46-50,M,1,A,3,3,0.15217391304347827,P00020406,0.043478260869565216,36.0,0.08695652173913043,9399.168055074675,13728.304347826086
26-35,M,0,A,5+,3,0.1111111111111111,P00056364,0.044444444444444446,36.0,0.08888888888888889,6337.160765172078,7523.6
46-50,F,1,B,3,15,0.23529411764705882,P00001708,0.058823529411764705,8.0,0.11764705882352941,3758.8078190548977,2416.294117647059
26-35,M,0,A,1,12,0.15,P00003492,0.05,45.0,0.15,6731.021595059542,6921.65
46-50,F,1,B,1,3,0.14,P00056195,0.06,42.0,0.14,8484.141956037987,10268.38
36-45,M,0,A,3,3,0.14285714285714285,P00005131,0.023809523809523808,7.0,0.11904761904761904,6487.79729012092,7389.071428571428
18-25,M,0,A,2,10,0.25,P00076601,0.16666666666666666,20.0,0.16666666666666666,9095.438911894247,7289.5
26-35,M,0,A,4,16,0.14285714285714285,P00045019,0.047619047619047616,20.0,0.09523809523809523,6440.046436204057,6108.4047619047615
51-55,F,1,C,1,20,0.16666666666666666,P00024091,0.047619047619047616,12.0,0.07142857142857142,9662.514012833293,13775.309523809523
51-55,F,1,C,2,4,0.2857142857142857,P00009787,0.07142857142857142,4.0,0.07142857142857142,3223.435759156151,1996.357142857143
55+,F,1,C,2,15,0.21052631578947367,P00007851,0.05263157894736842,16.0,0.15789473684210525,3676.800675135703,2765.7368421052633
46-50,F,1,B,2,13,0.16129032258064516,P00047826,0.06451612903225806,10.0,0.0967741935483871,9332.688925641725,10925.129032258064
26-35,M,0,A,2,3,0.13953488372093023,P00000101,0.023255813953488372,9.0,0.06976744186046512,9322.166259316256,11391.744186046511
51-55,F,1,C,1,10,0.2,P00001085,0.05,36.0,0.2,3690.2449982851304,2649.4
46-50,F,1,B,5+,11,0.15384615384615385,P00001790,0.02564102564102564,9.0,0.05128205128205128,9931.741838198412,11216.48717948718
0-17,M,0,A,2,17,0.25,P00003088,0.05,18.0,0.1,5567.717102566413,2820.45
55+,F,1,C,4,3,0.1590909090909091,P00000148,0.022727272727272728,27.0,0.11363636363636363,6785.297193508057,7154.363636363636
36-45,F,1,B,2,5,0.2,P00003693,0.05,44.0,0.2,1912.498492603465,1464.2
36-45,M,0,A,5+,3,0.16129032258064516,P00098002,0.06451612903225806,13.0,0.0967741935483871,9011.20723226337,12567.870967741936
26-35,M,0,A,3,19,0.1388888888888889,P00000370,0.027777777777777776,28.0,0.1111111111111111,9752.451619977408,14344.833333333334
36-45,M,1,A,3,3,0.3,P00096342,0.04,7.0,0.06,9305.075543761159,11805.32
26-35,M,0,A,5+,3,0.16279069767441862,P00002152,0.023255813953488372,14.0,0.09302325581395349,9818.675316292794,10676.441860465116
55+,F,1,C,5+,3,0.09302325581395349,P00003708,0.023255813953488372,20.0,0.09302325581395349,5572.603304980929,6932.023255813953
18-25,M,0,A,2,4,0.16666666666666666,P00000148,0.05555555555555555,18.0,0.1111111111111111,4604.6470548783645,3031.1666666666665
18-25,M,0,A,3,16,0.2857142857142857,P00003426,0.07142857142857142,7.0,0.14285714285714285,7794.762387739518,3448.714285714286
36-45,F,1,B,1,3,0.15,P00001794,0.05,44.0,0.15,7144.09317493167,3582.85
36-45,M,1,A,3,19,0.15384615384615385,P00071018,0.05128205128205128,42.0,0.10256410256410256,10040.737661485566,13759.948717948719
36-45,M,0,A,4,10,0.13953488372093023,P00000101,0.023255813953488372,18.0,0.09302325581395349,6659.6930980771085,6529.488372093023
26-35,M,0,A,4,12,0.3,P00005451,0.1,21.0,0.3,2931.3980055029488,5178.4
51-55,F,1,C,4,11,0.13043478260869565,P00032596,0.043478260869565216,28.0,0.10869565217391304,8552.319194117326,10382.04347826087
46-50,M,1,B,5+,3,0.19047619047619047,P00005818,0.047619047619047616,27.0,0.09523809523809523,6493.011056210695,8120.761904761905
18-25,M,0,A,3,17,0.2777777777777778,P00000925,0.05555555555555555,4.0,0.1111111111111111,5574.3453216235075,4397.0
36-45,M,0,A,4,3,0.15217391304347827,P00020406,0.043478260869565216,7.0,0.06521739130434782,9067.546140449396,11446.54347826087
36-45,M,1,A,3,3,0.15,P00001575,0.025,20.0,0.125,10733.737328885629,11831.675
55+,F,1,C,2,10,0.16666666666666666,P00019486,0.08333333333333333,4.0,0.08333333333333333,6873.707196905312,6585.416666666667
55+,F,1,C,3,4,0.2,P00005261,0.06666666666666667,28.0,0.2,10465.325616848559,7956.466666666666
36-45,M,0,A,1,6,0.125,P00000953,0.0625,9.0,0.125,7651.832711841001,7392.125
36-45,M,0,A,4,3,0.3,P00037299,0.05,21.0,0.075,10253.664244320486,12613.225
18-25,M,0,A,1,17,0.2,P00024477,0.05,40.0,0.1,9314.84618852021,5887.4
36-45,M,0,B,4,10,0.1875,P00005758,0.0625,12.0,0.125,6826.946960391592,4690.5
55+,F,1,C,1,15,0.1875,P00006172,0.0625,40.0,0.125,4356.35590019533,3356.0625
36-45,M,1,A,5+,11,0.14285714285714285,P00098209,0.047619047619047616,40.0,0.14285714285714285,5698.396647420716,6755.880952380952
46-50,F,1,B,2,5,0.21428571428571427,P00000770,0.07142857142857142,18.0,0.14285714285714285,3812.1341229590244,2490.4285714285716
46-50,F,1,B,2,10,0.17647058823529413,P00012025,0.058823529411764705,32.0,0.17647058823529413,5387.7871044013,3844.5882352941176
36-45,M,0,B,2,5,0.1875,P00000205,0.0625,18.0,0.125,4337.954248548502,2665.4375
55+,F,1,C,2,11,0.15217391304347827,P00003161,0.021739130434782608,9.0,0.08695652173913043,6232.968159380041,7229.54347826087
26-35,M,0,A,5+,3,0.175,P00006962,0.025,20.0,0.075,10107.58269862856,11373.125
26-35,M,0,B,2,5,0.46153846153846156,P00018095,0.07692307692307693,4.0,0.15384615384615385,4317.684052466446,2599.923076923077
0-17,M,0,A,1,17,0.26666666666666666,P00002627,0.06666666666666667,28.0,0.13333333333333333,6395.168516339578,3847.9333333333334
36-45,M,0,A,3,3,0.13953488372093023,P00003658,0.023255813953488372,40.0,0.09302325581395349,9904.736321478056,12163.790697674418
46-50,F,1,B,1,3,0.2857142857142857,P00000070,0.07142857142857142,36.0,0.14285714285714285,5566.740334885754,8667.42857142857
26-35,M,0,A,4,11,0.13636363636363635,P00000070,0.022727272727272728,7.0,0.13636363636363635,4929.397871095868,5030.477272727273
26-35,M,0,A,4,3,0.18421052631578946,P00034037,0.05263157894736842,36.0,0.13157894736842105,9462.56020754244,12431.315789473685
51-55,F,1,C,4,19,0.1875,P00000101,0.03125,21.0,0.125,9957.7041965975,13167.1875
36-45,M,0,A,4,7,0.10869565217391304,P00042106,0.043478260869565216,21.0,0.08695652173913043,7317.403860818318,8549.065217391304
36-45,F,1,B,1,5,0.15,P00006613,0.05,6.0,0.15,6697.5668315559105,4114.1
36-45,M,1,A,3,10,0.0975609756097561,P00000404,0.024390243902439025,20.0,0.0975609756097561,9004.148793411981,9232.609756097561
26-35,M,0,A,5+,3,0.16216216216216217,P00003954,0.02702702702702703,10.0,0.08108108108108109,9089.06067332722,10994.486486486487
51-55,F,1,C,2,17,0.36363636363636365,P00021723,0.09090909090909091,7.0,0.18181818181818182,12790.197800019996,8700.181818181818
0-17,M,0,A,2,4,0.23076923076923078,P00005627,0.07692307692307693,36.0,0.15384615384615385,8041.755607851451,4237.615384615385
51-55,F,1,C,1,3,0.14583333333333334,P00028092,0.041666666666666664,26.0,0.10416666666666667,10140.957808617117,15348.854166666666
26-35,M,0,A,2,20,0.17777777777777778,P00071843,0.044444444444444446,21.0,0.08888888888888889,10140.991364085892,14746.711111111112
46-50,M,1,B,1,3,0.14,P00001575,0.02,44.0,0.08,9206.843517244139,11219.4
46-50,M,1,A,5+,8,0.1956521739130435,P00089766,0.08695652173913043,18.0,0.13043478260869565,7104.540040866159,6750.913043478261
46-50,F,1,B,5+,18,0.15555555555555556,P00055045,0.044444444444444446,7.0,0.15555555555555556,9693.27741887087,13273.711111111112
46-50,F,1,B,2,10,0.23076923076923078,P00003982,0.07692307692307693,32.0,0.15384615384615385,6497.941014127238,3328.6153846153848
26-35,M,0,A,3,3,0.15151515151515152,P00000518,0.030303030303030304,10.0,0.09090909090909091,9485.07288433843,9738.60606060606
46-50,F,1,C,2,4,0.16666666666666666,P00009690,0.05555555555555555,8.0,0.16666666666666666,4948.972715743791,2947.6666666666665
46-50,M,1,B,1,10,0.10810810810810811,P00090602,0.05405405405405406,40.0,0.10810810810810811,10011.097224637324,9541.567567567568
26-35,M,0,A,5+,3,0.19444444444444445,P00088589,0.05555555555555555,27.0,0.08333333333333333,9609.968929470939,13031.444444444445
55+,F,1,C,5+,20,0.14,P00028904,0.04,7.0,0.1,10355.842003449463,12142.46
46-50,M,1,B,1,3,0.13333333333333333,P00000101,0.022222222222222223,36.0,0.1111111111111111,6674.134249685741,6602.488888888889
26-35,M,0,B,1,16,0.15,P00004130,0.05,40.0,0.15,9411.911391954347,7360.55
55+,F,1,C,4,3,0.18181818181818182,P00090195,0.045454545454545456,20.0,0.06818181818181818,8134.2202279120365,8913.068181818182
46-50,F,1,B,1,3,0.16666666666666666,P00023404,0.08333333333333333,4.0,0.16666666666666666,10530.782034832528,6181.083333333333
51-55,F,1,C,4,3,0.14893617021276595,P00003426,0.02127659574468085,21.0,0.10638297872340426,8352.89116160577,7746.36170212766
46-50,M,1,B,4,8,0.13333333333333333,P00000526,0.044444444444444446,45.0,0.08888888888888889,7356.567432017338,8328.266666666666
26-35,M,0,B,2,10,0.15,P00001156,0.05,28.0,0.15,6663.159440851654,3864.55
36-45,M,0,A,5+,8,0.11904761904761904,P00000518,0.023809523809523808,42.0,0.11904761904761904,6320.980057548119,6429.119047619048
51-55,F,1,C,4,5,0.21428571428571427,P00015489,0.07142857142857142,20.0,0.14285714285714285,3792.040811552997,2519.8571428571427
26-35,M,0,A,4,11,0.2777777777777778,P00010106,0.05555555555555555,9.0,0.1111111111111111,6895.929065267609,9686.444444444445
46-50,F,1,B,4,17,0.125,P00000205,0.025,10.0,0.1,9639.010634908118,10044.325
18-25,M,0,A,1,10,0.4,P00004398,0.06666666666666667,4.0,0.13333333333333333,1977.8696259215008,1542.4
0-17,M,0,A,1,3,0.25,P00013845,0.0625,16.0,0.125,7694.45047528845,4096.875
26-35,M,0,A,3,10,0.2,P00008017,0.1,20.0,0.3,8558.078045527122,4994.5
55+,F,1,C,5+,3,0.14893617021276595,P00078516,0.0425531914893617,7.0,0.10638297872340426,7075.563001955011,8104.659574468085
18-25,M,0,A,1,17,0.26666666666666666,P00032600,0.06666666666666667,30.0,0.2,6559.049176156411,3325.6666666666665
26-35,M,0,B,2,10,0.25,P00007781,0.0625,18.0,0.1875,4800.346138561261,3098.625
26-35,M,0,A,1,3,0.2916666666666667,P00093027,0.041666666666666664,14.0,0.08333333333333333,9234.518823837085,11052.416666666666
51-55,F,1,C,2,10,0.375,P00003852,0.0625,12.0,0.125,969.0647359696875,578.9375
46-50,M,1,B,3,3,0.1875,P00064227,0.041666666666666664,40.0,0.125,8032.944377272325,8832.3125
51-55,F,1,C,2,8,0.15384615384615385,P00004979,0.07692307692307693,36.0,0.15384615384615385,7106.702937440515,5353.846153846154
55+,F,1,C,2,16,0.2857142857142857,P00001029,0.07142857142857142,20.0,0.21428571428571427,7516.711418894905,5573.642857142857
51-55,F,1,B,3,18,0.13513513513513514,P00002152,0.02702702702702703,10.0,0.08108108108108109,8547.248078370794,10066.18918918919
36-45,M,0,A,4,3,0.2558139534883721,P00032615,0.046511627906976744,36.0,0.09302325581395349,7340.599639885675,6463.302325581395
26-35,M,0,A,3,3,0.17777777777777778,P00003382,0.06666666666666667,14.0,0.08888888888888889,8316.883836843914,11647.488888888889
0-17,M,0,A,1,16,0.15789473684210525,P00013748,0.05263157894736842,40.0,0.15789473684210525,9248.916534617852,7130.210526315789
36-45,F,1,B,2,15,0.16666666666666666,P00001282,0.05555555555555555,6.0,0.1111111111111111,10796.668939214842,9865.777777777777
36-45,M,0,B,1,5,0.2,P00000518,0.05,36.0,0.2,4367.78712459633,2912.95
26-35,M,0,A,3,11,0.1875,P00079375,0.125,10.0,0.1875,6930.584966893727,7505.625
46-50,M,1,B,4,7,0.125,P00000526,0.020833333333333332,20.0,0.08333333333333333,5678.278915904757,6391.0
36-45,M,1,A,5+,13,0.13953488372093023,P00061128,0.046511627906976744,36.0,0.11627906976744186,10031.446690002003,13413.139534883721
26-35,M,0,A,2,3,0.23076923076923078,P00023709,0.07692307692307693,6.0,0.15384615384615385,6661.695498163843,3610.923076923077
51-55,F,1,C,2,17,0.36363636363636365,P00019538,0.09090909090909091,42.0,0.18181818181818182,10826.63685378042,7217.181818181818
46-50,M,1,B,4,3,0.14583333333333334,P00096841,0.041666666666666664,21.0,0.10416666666666667,10175.857178507169,12836.291666666666
55+,F,1,C,5+,8,0.175,P00051148,0.05,21.0,0.125,6870.324713288713,6474.225
46-50,M,1,A,4,3,0.14,P00002274,0.02,10.0,0.1,7163.380314702076,7001.24
36-45,M,0,A,4,11,0.23529411764705882,P00012025,0.058823529411764705,18.0,0.11764705882352941,4734.675185299845,6946.117647058823
36-45,M,1,A,5+,10,0.14634146341463414,P00000070,0.024390243902439025,21.0,0.0975609756097561,5706.353409930408,5125.756097560976
55+,F,1,C,4,3,0.13636363636363635,P00000610,0.022727272727272728,18.0,0.11363636363636363,6275.277287026427,6398.75
36-45,F,1,B,2,4,0.21428571428571427,P00004622,0.07142857142857142,12.0,0.14285714285714285,6201.819080889729,3715.714285714286
46-50,F,1,B,4,3,0.13333333333333333,P00003382,0.022222222222222223,10.0,0.06666666666666667,10244.548003694455,12385.2
18-25,M,0,A,2,3,0.15,P00001039,0.05,40.0,0.15,5190.873944266337,5117.1
36-45,F,1,B,2,10,0.3333333333333333,P00005871,0.06666666666666667,36.0,0.2,3974.507686793542,2724.733333333333
55+,F,1,C,3,11,0.16666666666666666,P00000215,0.05555555555555555,40.0,0.2222222222222222,4400.679041853855,5793.833333333333
46-50,M,1,A,2,3,0.13333333333333333,P00000070,0.022222222222222223,9.0,0.08888888888888889,6609.077556625807,6794.377777777778
55+,F,1,C,1,16,0.1875,P00004977,0.0625,42.0,0.1875,3720.506694882656,2706.75
46-50,M,1,A,5+,3,0.14705882352941177,P00034077,0.058823529411764705,27.0,0.08823529411764706,9541.818654029297,10424.529411764706
36-45,M,1,A,1,3,0.13333333333333333,P00067672,0.044444444444444446,30.0,0.08888888888888889,8093.033414953602,8579.68888888889
36-45,M,1,A,3,3,0.15,P00098209,0.05,21.0,0.1,8964.126251663864,11248.075
26-35,M,0,A,2,20,0.1590909090909091,P00000404,0.022727272727272728,14.0,0.11363636363636363,9362.807545227237,12942.181818181818
55+,F,1,C,3,3,0.23529411764705882,P00003235,0.029411764705882353,26.0,0.08823529411764706,10274.548587912914,14077.264705882353
36-45,F,1,B,2,4,0.25,P00003235,0.08333333333333333,4.0,0.08333333333333333,7964.063425314005,4483.333333333333
51-55,F,1,B,5+,7,0.13043478260869565,P00057189,0.043478260869565216,42.0,0.15217391304347827,7206.9315684196745,8053.347826086957
26-35,M,0,B,1,4,0.125,P00001282,0.0625,10.0,0.1875,7703.863654037499,5111.5
46-50,M,1,B,5+,11,0.1276595744680851,P00026377,0.0425531914893617,7.0,0.06382978723404255,7607.821290802279,7009.893617021276
46-50,M,1,B,5+,17,0.14285714285714285,P00031671,0.04081632653061224,40.0,0.10204081632653061,5523.3030332500175,6248.244897959184
26-35,M,0,A,2,10,0.14285714285714285,P00000101,0.023809523809523808,13.0,0.07142857142857142,9173.151223475892,9705.595238095239
46-50,M,1,B,5+,3,0.13636363636363635,P00000148,0.022727272727272728,27.0,0.13636363636363635,6068.135961264997,5981.045454545455
26-35,M,0,A,2,17,0.25,P00000285,0.05,30.0,0.15,3627.038096748249,2644.25
46-50,M,1,B,4,12,0.2,P00000404,0.02,40.0,0.12,5058.811323839237,5918.7
36-45,M,1,A,4,18,0.14634146341463414,P00099120,0.04878048780487805,10.0,0.0975609756097561,9150.360423062646,13284.317073170732
55+,F,1,C,5+,12,0.14285714285714285,P00000610,0.023809523809523808,10.0,0.11904761904761904,4276.615905997781,5431.380952380952
46-50,M,1,B,1,3,0.1875,P00000070,0.020833333333333332,30.0,0.08333333333333333,9741.523811145797,11094.916666666666
0-17,M,0,A,2,5,0.4,P00008564,0.1,7.0,0.1,6587.730856169926,4731.5
51-55,F,1,C,4,3,0.12,P00000070,0.02,7.0,0.1,7309.891132638051,7035.58
26-35,M,0,A,1,3,0.2,P00003227,0.025,21.0,0.075,9538.479110478023,13343.45
26-35,M,0,A,2,3,0.225,P00000947,0.025,21.0,0.125,10130.62543073964,14700.35
51-55,F,1,B,4,3,0.14634146341463414,P00002002,0.024390243902439025,7.0,0.07317073170731707,6989.08339204617,6924.804878048781
46-50,M,1,A,2,3,0.24324324324324326,P00004631,0.02702702702702703,7.0,0.10810810810810811,9882.339976894082,11568.567567567568
46-50,M,1,A,4,12,0.12244897959183673,P00002152,0.02040816326530612,10.0,0.14285714285714285,6958.638534530422,7549.530612244898
51-55,F,1,C,2,4,0.14285714285714285,P00008604,0.07142857142857142,30.0,0.14285714285714285,9391.66816069751,5101.928571428572
46-50,F,1,B,4,5,0.23529411764705882,P00005857,0.058823529411764705,20.0,0.23529411764705882,2862.11947509287,1833.4705882352941
46-50,M,1,A,4,10,0.15555555555555556,P00003018,0.022222222222222223,36.0,0.1111111111111111,3865.3873356425042,4474.133333333333
18-25,M,0,A,2,4,0.23529411764705882,P00053813,0.11764705882352941,14.0,0.11764705882352941,6228.368721729914,4697.058823529412
26-35,M,0,A,4,3,0.2,P00057355,0.044444444444444446,18.0,0.1111111111111111,4365.0706211094375,5887.866666666667
51-55,F,1,C,4,3,0.10526315789473684,P00006469,0.02631578947368421,20.0,0.07894736842105263,9254.752977368953,10646.236842105263
46-50,F,1,B,3,3,0.1590909090909091,P00000101,0.022727272727272728,9.0,0.06818181818181818,8910.092467392476,11869.386363636364
36-45,M,0,B,2,9,0.2727272727272727,P00001110,0.09090909090909091,6.0,0.09090909090909091,5748.2960257801615,6422.0
46-50,F,1,C,2,4,0.2,P00003161,0.06666666666666667,30.0,0.2,8477.996435029974,5545.866666666667
